municipio,uf,regiao,ano,meta,target
Juara,MT,Centro-Oeste,2024,57.76,0
Maturéia,PB,Nordeste,2024,55.48,1
São José do Seridó,RN,Nordeste,2024,42.95,1
Indaial,SC,Sul,2024,59.31,1
Santa Clara do Sul,RS,Sul,2024,80.0,0
Rio de Contas,BA,Nordeste,2024,55.31,1
Pompéu,MG,Sudeste,2024,67.62,0
Santa Leopoldina,ES,Sudeste,2024,80.0,0
Monte Alegre,RN,Nordeste,2024,62.63,0
Bauru,SP,Sudeste,2024,49.57,1
Pouso Alegre,MG,Sudeste,2024,62.41,1
Rio Vermelho,MG,Sudeste,2024,49.66,1
Carrancas,MG,Sudeste,2024,71.89,1
Itanhaém,SP,Sudeste,2024,58.59,0
Andradas,MG,Sudeste,2024,60.22,1
Xanxerê,SC,Sul,2024,68.79,1
Currais Novos,RN,Nordeste,2024,47.33,0
Mataraca,PB,Nordeste,2024,80.0,0
Cristalina,GO,Centro-Oeste,2024,69.87,0
Virmond,PR,Sul,2024,78.88,1
Capela do Alto,SP,Sudeste,2024,52.82,0
Jandira,SP,Sudeste,2024,50.54,1
Serra Branca,PB,Nordeste,2024,61.29,0
Ipuiúna,MG,Sudeste,2024,57.35,1
Medina,MG,Sudeste,2024,71.82,0
Cambuci,RJ,Sudeste,2024,70.76,0
Medina,MG,Sudeste,2024,71.82,0
Resende Costa,MG,Sudeste,2024,61.52,1
Itararé,SP,Sudeste,2024,59.9,0
Iraí,RS,Sul,2024,69.28,0
Ipatinga,MG,Sudeste,2024,67.17,1
São Gonçalo do Sapucaí,MG,Sudeste,2024,76.83,0
Senhora dos Remédios,MG,Sudeste,2024,80.0,0
Ijuí,RS,Sul,2024,77.0,0
Itapuí,SP,Sudeste,2024,41.78,1
Iguatemi,MS,Centro-Oeste,2024,44.73,1
João Ramalho,SP,Sudeste,2024,80.0,0
Otacílio Costa,SC,Sul,2024,59.2,1
Santa Mercedes,SP,Sudeste,2024,80.0,1
Embu das Artes,SP,Sudeste,2024,39.54,1
Águas de Chapecó,SC,Sul,2024,73.48,0
Guaíra,PR,Sul,2024,65.99,1
Conceição da Aparecida,MG,Sudeste,2024,72.31,1
Cachoeira Paulista,SP,Sudeste,2024,55.01,0
Caraá,RS,Sul,2024,80.0,0
Buriti Alegre,GO,Centro-Oeste,2024,70.78,0
Xanxerê,SC,Sul,2024,68.79,1
Limeira do Oeste,MG,Sudeste,2024,67.61,0
Içara,SC,Sul,2024,71.39,0
Governador Archer,MA,Nordeste,2024,80.0,0
Areia Branca,RN,Nordeste,2024,56.82,0
Passa Quatro,MG,Sudeste,2024,80.0,1
Manoel Viana,RS,Sul,2024,35.72,1
Açu,RN,Nordeste,2024,48.18,0
Boa Vista do Sul,RS,Sul,2024,74.36,1
Mato Queimado,RS,Sul,2024,80.0,0
Leoberto Leal,SC,Sul,2024,75.76,0
Itambé do Mato Dentro,MG,Sudeste,2024,78.11,1
Camapuã,MS,Centro-Oeste,2024,39.17,0
Veranópolis,RS,Sul,2024,77.57,0
Santana de Cataguases,MG,Sudeste,2024,80.0,0
Medina,MG,Sudeste,2024,71.82,0
Fernando Pedroza,RN,Nordeste,2024,39.77,1
Tenente Ananias,RN,Nordeste,2024,48.81,1
Nova Esperança do Sul,RS,Sul,2024,80.0,0
Licínio de Almeida,BA,Nordeste,2024,75.76,0
Anguera,BA,Nordeste,2024,45.15,1
Fontoura Xavier,RS,Sul,2024,65.01,1
Piranguçu,MG,Sudeste,2024,68.5,1
Ibarama,RS,Sul,2024,72.44,0
Palmópolis,MG,Sudeste,2024,45.12,1
Senador Salgado Filho,RS,Sul,2024,80.0,0
Porteirão,GO,Centro-Oeste,2024,80.0,0
Assis Chateaubriand,PR,Sul,2024,80.0,1
Cruzmaltina,PR,Sul,2024,80.0,1
Alvorada de Minas,MG,Sudeste,2024,47.88,1
Santa Terezinha do Progresso,SC,Sul,2024,58.41,1
Nova Esperança do Sudoeste,PR,Sul,2024,80.0,1
Santo Antônio do Rio Abaixo,MG,Sudeste,2024,63.31,1
Santa Bárbara do Sul,RS,Sul,2024,68.31,1
Canápolis,MG,Sudeste,2024,51.07,1
Ventania,PR,Sul,2024,75.01,1
Poços de Caldas,MG,Sudeste,2024,61.73,1
Goiânia,GO,Centro-Oeste,2024,68.74,1
Ituporanga,SC,Sul,2024,66.76,1
Santa Rosa,RS,Sul,2024,73.6,0
Águas de Chapecó,SC,Sul,2024,73.48,0
Mampituba,RS,Sul,2024,68.47,0
Colorado,PR,Sul,2024,80.0,0
Içara,SC,Sul,2024,71.39,0
Água Clara,MS,Centro-Oeste,2024,71.75,1
João Pinheiro,MG,Sudeste,2024,63.39,1
Brasileira,PI,Nordeste,2024,40.07,1
Santa Vitória,MG,Sudeste,2024,72.24,0
Zé Doca,MA,Nordeste,2024,80.0,0
Renascença,PR,Sul,2024,72.28,1
Alpestre,RS,Sul,2024,75.71,0
Cortês,PE,Nordeste,2024,64.81,1
Içara,SC,Sul,2024,71.39,0
Guabiruba,SC,Sul,2024,71.73,1
Quebrangulo,AL,Nordeste,2024,61.22,0
Cachoeirinha,PE,Nordeste,2024,60.56,1
Rio Negrinho,SC,Sul,2024,63.42,1
Lago Verde,MA,Nordeste,2024,65.07,1
Santa Tereza do Tocantins,TO,Norte,2024,53.31,0
Espírito Santo do Dourado,MG,Sudeste,2024,68.68,0
Caraí,MG,Sudeste,2024,48.07,1
Terra Rica,PR,Sul,2024,70.78,1
Penalva,MA,Nordeste,2024,59.53,1
Carmo da Mata,MG,Sudeste,2024,79.19,0
Bom Jesus do Galho,MG,Sudeste,2024,80.0,0
Contenda,PR,Sul,2024,78.62,0
Taquarivaí,SP,Sudeste,2024,65.02,0
Galvão,SC,Sul,2024,80.0,0
Teutônia,RS,Sul,2024,80.0,0
Pedro Leopoldo,MG,Sudeste,2024,62.5,1
Paineiras,MG,Sudeste,2024,79.1,1
Boa Esperança do Sul,SP,Sudeste,2024,48.12,1
Tanque Novo,BA,Nordeste,2024,66.17,0
Papanduva,SC,Sul,2024,72.03,0
Paulino Neves,MA,Nordeste,2024,67.34,1
Praia Grande,SC,Sul,2024,67.96,1
Vespasiano,MG,Sudeste,2024,58.37,1
São Bento,MA,Nordeste,2024,80.0,0
Bom Despacho,MG,Sudeste,2024,48.79,1
Braganey,PR,Sul,2024,80.0,1
Carlos Barbosa,RS,Sul,2024,69.44,0
Caieiras,SP,Sudeste,2024,49.69,1
Unaí,MG,Sudeste,2024,60.33,1
Inhapi,AL,Nordeste,2024,67.49,1
Canápolis,MG,Sudeste,2024,51.07,1
Murici dos Portelas,PI,Nordeste,2024,69.05,0
Lavras,MG,Sudeste,2024,60.18,1
Barão de Cotegipe,RS,Sul,2024,80.0,0
Japurá,AM,Norte,2024,77.7,1
Caieiras,SP,Sudeste,2024,49.69,1
Sorocaba,SP,Sudeste,2024,53.15,0
Ewbank da Câmara,MG,Sudeste,2024,42.36,1
Saltinho,SC,Sul,2024,80.0,0
Concórdia,SC,Sul,2024,76.94,0
Primavera de Rondônia,RO,Norte,2024,80.0,0
Cambé,PR,Sul,2024,79.24,0
Porto Xavier,RS,Sul,2024,73.05,0
Araguatins,TO,Norte,2024,41.9,1
Jaguarão,RS,Sul,2024,53.41,1
Aparecida,PB,Nordeste,2024,48.47,1
Guaxupé,MG,Sudeste,2024,57.85,1
Itapejara d'Oeste,PR,Sul,2024,76.17,0
Ibiá,MG,Sudeste,2024,57.07,1
Bocaiúva,MG,Sudeste,2024,70.61,0
Nazaré da Mata,PE,Nordeste,2024,58.93,0
São Bentinho,PB,Nordeste,2024,68.26,0
Ponte Alta do Norte,SC,Sul,2024,66.7,1
Serafina Corrêa,RS,Sul,2024,80.0,0
Estância Velha,RS,Sul,2024,69.31,0
São Carlos,SP,Sudeste,2024,56.26,0
Orlândia,SP,Sudeste,2024,50.6,1
São José de Ubá,RJ,Sudeste,2024,75.86,1
Mogi das Cruzes,SP,Sudeste,2024,52.01,0
Três de Maio,RS,Sul,2024,79.17,0
Bom Princípio,RS,Sul,2024,74.68,0
Guaranésia,MG,Sudeste,2024,74.61,0
São Benedito do Sul,PE,Nordeste,2024,41.36,1
Potim,SP,Sudeste,2024,47.02,0
Teotônio Vilela,AL,Nordeste,2024,57.03,1
Viana,ES,Sudeste,2024,71.71,0
Cacimbas,PB,Nordeste,2024,39.49,1
Saloá,PE,Nordeste,2024,61.72,1
Novo Horizonte,BA,Nordeste,2024,63.79,1
Rodolfo Fernandes,RN,Nordeste,2024,38.22,1
Silveiras,SP,Sudeste,2024,51.4,0
Araguari,MG,Sudeste,2024,53.17,1
Borda da Mata,MG,Sudeste,2024,67.91,1
Ibirubá,RS,Sul,2024,63.28,0
Soledade,RS,Sul,2024,68.48,0
Vera Mendes,PI,Nordeste,2024,80.0,0
Entre Rios do Sul,RS,Sul,2024,79.55,0
Tatuí,SP,Sudeste,2024,55.87,0
Itapetininga,SP,Sudeste,2024,48.17,1
Wall Ferraz,PI,Nordeste,2024,44.12,1
Pitimbu,PB,Nordeste,2024,76.57,0
São Gabriel da Palha,ES,Sudeste,2024,73.64,1
Goiabeira,MG,Sudeste,2024,69.73,1
Barreirinhas,MA,Nordeste,2024,55.23,1
Monte Sião,MG,Sudeste,2024,58.25,1
São Lourenço do Sul,RS,Sul,2024,79.22,0
São Gotardo,MG,Sudeste,2024,57.5,1
São Jerônimo,RS,Sul,2024,80.0,0
Pocinhos,PB,Nordeste,2024,48.17,1
Campo Novo,RS,Sul,2024,65.72,0
Indiara,GO,Centro-Oeste,2024,69.23,1
Sooretama,ES,Sudeste,2024,69.28,1
Santa Luzia,MG,Sudeste,2024,56.2,1
Quitandinha,PR,Sul,2024,73.05,1
São Jorge d'Oeste,PR,Sul,2024,80.0,1
Pinhal,RS,Sul,2024,60.36,0
Guarulhos,SP,Sudeste,2024,45.75,1
Ronda Alta,RS,Sul,2024,76.01,0
Caçapava do Sul,RS,Sul,2024,58.95,0
Setubinha,MG,Sudeste,2024,53.85,1
Luzerna,SC,Sul,2024,74.01,1
Ivaí,PR,Sul,2024,80.0,1
Itatiaiuçu,MG,Sudeste,2024,73.57,1
Palmitos,SC,Sul,2024,61.82,1
Alumínio,SP,Sudeste,2024,53.71,0
Rio Negrinho,SC,Sul,2024,63.42,1
São José do Rio Claro,MT,Centro-Oeste,2024,74.23,0
Brejo Grande do Araguaia,PA,Norte,2024,64.62,1
Capivari do Sul,RS,Sul,2024,47.38,0
Palmeira,PR,Sul,2024,72.95,0
Cipotânea,MG,Sudeste,2024,74.17,1
Pracuúba,AP,Norte,2024,43.05,0
Caçapava,SP,Sudeste,2024,57.51,0
Jacareí,SP,Sudeste,2024,51.14,1
Santa Maria do Cambucá,PE,Nordeste,2024,80.0,0
Pedrinópolis,MG,Sudeste,2024,63.06,1
Nova Olímpia,PR,Sul,2024,79.33,1
Ataléia,MG,Sudeste,2024,69.2,0
Jussara,PR,Sul,2024,73.48,0
Floriano,PI,Nordeste,2024,54.22,0
Cerro Largo,RS,Sul,2024,75.82,0
Dionísio Cerqueira,SC,Sul,2024,63.02,1
Lagoa Salgada,RN,Nordeste,2024,30.02,1
Anita Garibaldi,SC,Sul,2024,68.32,1
Campanha,MG,Sudeste,2024,48.0,1
Cantanhede,MA,Nordeste,2024,57.5,1
Campinas do Sul,RS,Sul,2024,80.0,0
Alcinópolis,MS,Centro-Oeste,2024,77.19,0
Braga,RS,Sul,2024,46.27,1
Dionísio Cerqueira,SC,Sul,2024,63.02,1
Vista Alegre,RS,Sul,2024,80.0,0
Petrolina,PE,Nordeste,2024,68.42,1
Porto Lucena,RS,Sul,2024,78.78,0
Saldanha Marinho,RS,Sul,2024,48.79,1
Santo Antônio dos Milagres,PI,Nordeste,2024,80.0,0
Itariri,SP,Sudeste,2024,64.65,0
Guadalupe,PI,Nordeste,2024,54.0,1
Tacima,PB,Nordeste,2024,59.92,1
Bananeiras,PB,Nordeste,2024,55.82,0
Alto Rio Novo,ES,Sudeste,2024,67.16,1
Santa Helena,PR,Sul,2024,79.32,1
Jacinto Machado,SC,Sul,2024,57.49,1
Vila Velha,ES,Sudeste,2024,70.0,0
Armazém,SC,Sul,2024,72.02,1
Araguaína,TO,Norte,2024,42.16,1
Wenceslau Braz,PR,Sul,2024,80.0,0
Caridade do Piauí,PI,Nordeste,2024,64.49,0
Sinop,MT,Centro-Oeste,2024,60.84,0
Dois Córregos,SP,Sudeste,2024,64.5,0
São Lourenço da Serra,SP,Sudeste,2024,64.46,0
Bonito de Santa Fé,PB,Nordeste,2024,47.04,1
Araguari,MG,Sudeste,2024,53.17,1
Munhoz,MG,Sudeste,2024,78.23,1
Nova Londrina,PR,Sul,2024,78.01,0
São Salvador do Tocantins,TO,Norte,2024,52.91,1
Paverama,RS,Sul,2024,66.28,0
Cerro Largo,RS,Sul,2024,75.82,0
Rio Casca,MG,Sudeste,2024,63.0,0
Campina da Lagoa,PR,Sul,2024,80.0,0
Arroio Trinta,SC,Sul,2024,80.0,0
São Gotardo,MG,Sudeste,2024,57.5,1
Ubá,MG,Sudeste,2024,67.05,1
Faxinal,PR,Sul,2024,80.0,0
Rio Novo,MG,Sudeste,2024,45.41,1
Palmeira das Missões,RS,Sul,2024,53.85,0
Espera Feliz,MG,Sudeste,2024,72.95,0
Amambai,MS,Centro-Oeste,2024,48.04,1
Dionísio Cerqueira,SC,Sul,2024,63.02,1
Glória de Dourados,MS,Centro-Oeste,2024,79.07,0
Nova Maringá,MT,Centro-Oeste,2024,64.76,0
Piranga,MG,Sudeste,2024,63.43,1
Olivedos,PB,Nordeste,2024,58.53,0
Juarez Távora,PB,Nordeste,2024,36.0,0
Embu-Guaçu,SP,Sudeste,2024,51.94,0
Japurá,PR,Sul,2024,74.44,1
São João Evangelista,MG,Sudeste,2024,80.0,0
Curral de Dentro,MG,Sudeste,2024,79.36,1
Pires Ferreira,CE,Nordeste,2024,80.0,1
Sítio d'Abadia,GO,Centro-Oeste,2024,61.35,1
Alexandria,RN,Nordeste,2024,24.68,1
Luís Gomes,RN,Nordeste,2024,33.44,1
Ituverava,SP,Sudeste,2024,53.56,0
Fronteira,MG,Sudeste,2024,57.36,1
Joca Marques,PI,Nordeste,2024,44.75,0
Pedra Azul,MG,Sudeste,2024,60.83,0
Siqueira Campos,PR,Sul,2024,80.0,1
Cotiporã,RS,Sul,2024,74.92,0
Antônio Carlos,MG,Sudeste,2024,78.32,0
Siderópolis,SC,Sul,2024,64.7,0
Sinop,MT,Centro-Oeste,2024,60.84,0
Pintadas,BA,Nordeste,2024,50.59,1
Barra do Jacaré,PR,Sul,2024,65.76,1
Suzano,SP,Sudeste,2024,48.1,1
Fervedouro,MG,Sudeste,2024,68.38,1
Nuporanga,SP,Sudeste,2024,71.14,0
Francisco Morato,SP,Sudeste,2024,55.48,0
Santa Rosa do Piauí,PI,Nordeste,2024,64.16,0
Juazeiro do Piauí,PI,Nordeste,2024,70.51,1
Formoso,GO,Centro-Oeste,2024,72.26,1
São Domingos,SC,Sul,2024,78.68,0
Perolândia,GO,Centro-Oeste,2024,77.97,0
Santa Helena de Minas,MG,Sudeste,2024,62.75,1
Santa Cruz do Sul,RS,Sul,2024,67.32,0
Altinho,PE,Nordeste,2024,61.99,1
Timbaúba,PE,Nordeste,2024,75.02,1
Visconde do Rio Branco,MG,Sudeste,2024,60.26,1
Rio Bonito do Iguaçu,PR,Sul,2024,80.0,1
Cacequi,RS,Sul,2024,55.58,0
Praia Grande,SC,Sul,2024,67.96,1
Chiador,MG,Sudeste,2024,77.9,0
Francisco Morato,SP,Sudeste,2024,55.48,0
Guanhães,MG,Sudeste,2024,61.34,1
Muriaé,MG,Sudeste,2024,62.06,1
Campo Alegre,AL,Nordeste,2024,67.86,0
Graça Aranha,MA,Nordeste,2024,73.9,1
Gilbués,PI,Nordeste,2024,38.32,1
Santana,AP,Norte,2024,47.82,1
Ubá,MG,Sudeste,2024,67.05,1
Cedral,MA,Nordeste,2024,71.43,0
Sete Barras,SP,Sudeste,2024,68.93,0
Picos,PI,Nordeste,2024,57.43,0
Joinville,SC,Sul,2024,68.23,1
Uraí,PR,Sul,2024,77.07,0
Conceição do Rio Verde,MG,Sudeste,2024,80.0,0
Encantado,RS,Sul,2024,80.0,0
Luís Antônio,SP,Sudeste,2024,47.62,0
Grossos,RN,Nordeste,2024,46.65,1
Borrazópolis,PR,Sul,2024,80.0,0
Campina do Simão,PR,Sul,2024,80.0,1
Pindorama,SP,Sudeste,2024,51.97,1
Joinville,SC,Sul,2024,68.23,1
Augustinópolis,TO,Norte,2024,54.94,1
Jaguari,RS,Sul,2024,67.37,0
Ji-Paraná,RO,Norte,2024,80.0,0
Ponta Grossa,PR,Sul,2024,76.43,0
Bernardo Sayão,TO,Norte,2024,57.3,1
Aragarças,GO,Centro-Oeste,2024,66.26,1
Pavão,MG,Sudeste,2024,80.0,1
Santo Anastácio,SP,Sudeste,2024,79.99,0
Campo Verde,MT,Centro-Oeste,2024,60.16,0
Cafeara,PR,Sul,2024,80.0,0
Campo do Meio,MG,Sudeste,2024,69.55,1
Pedra do Anta,MG,Sudeste,2024,80.0,1
Herval d'Oeste,SC,Sul,2024,57.65,1
Sumaré,SP,Sudeste,2024,57.39,0
Tarabai,SP,Sudeste,2024,78.69,0
Mar de Espanha,MG,Sudeste,2024,59.0,1
Lima Duarte,MG,Sudeste,2024,51.94,1
São José das Palmeiras,PR,Sul,2024,80.0,0
Flores,PE,Nordeste,2024,75.14,0
Janaúba,MG,Sudeste,2024,54.63,1
Ribeirão Claro,PR,Sul,2024,75.41,1
Itatim,BA,Nordeste,2024,56.29,0
São Sebastião do Oeste,MG,Sudeste,2024,72.84,1
Cordisburgo,MG,Sudeste,2024,70.99,1
Nova Araçá,RS,Sul,2024,80.0,0
Blumenau,SC,Sul,2024,66.53,0
Indaial,SC,Sul,2024,59.31,1
Nova Lacerda,MT,Centro-Oeste,2024,59.29,1
Ubiratã,PR,Sul,2024,80.0,0
Não-Me-Toque,RS,Sul,2024,68.38,0
Salete,SC,Sul,2024,78.29,0
São Luís de Montes Belos,GO,Centro-Oeste,2024,68.7,1
Muzambinho,MG,Sudeste,2024,49.23,1
São Gonçalo do Sapucaí,MG,Sudeste,2024,76.83,0
Axixá,MA,Nordeste,2024,80.0,0
Rosário Oeste,MT,Centro-Oeste,2024,58.02,0
Paracatu,MG,Sudeste,2024,68.02,1
Frutal,MG,Sudeste,2024,58.24,1
Capanema,PR,Sul,2024,78.69,1
Mamborê,PR,Sul,2024,80.0,0
São Sebastião do Anta,MG,Sudeste,2024,61.81,1
São João do Pacuí,MG,Sudeste,2024,75.08,1
Santa Vitória,MG,Sudeste,2024,72.24,0
Canguçu,RS,Sul,2024,79.74,0
Mendonça,SP,Sudeste,2024,71.55,1
Japaraíba,MG,Sudeste,2024,72.45,1
Cornélio Procópio,PR,Sul,2024,77.26,0
Ascurra,SC,Sul,2024,80.0,1
Novo Barreiro,RS,Sul,2024,65.03,0
Flora Rica,SP,Sudeste,2024,37.09,0
Pejuçara,RS,Sul,2024,64.52,0
Cerro Largo,RS,Sul,2024,75.82,0
Silveirânia,MG,Sudeste,2024,80.0,1
Passa-Vinte,MG,Sudeste,2024,64.23,1
Mata,RS,Sul,2024,67.91,0
Princesa Isabel,PB,Nordeste,2024,80.0,1
São Domingos,PB,Nordeste,2024,80.0,0
Simplício Mendes,PI,Nordeste,2024,80.0,0
Morro Grande,SC,Sul,2024,72.78,1
Ferros,MG,Sudeste,2024,44.57,1
Nova Serrana,MG,Sudeste,2024,59.11,1
Jaraguá do Sul,SC,Sul,2024,73.91,0
Guarará,MG,Sudeste,2024,80.0,0
Pantano Grande,RS,Sul,2024,73.69,0
Padre Carvalho,MG,Sudeste,2024,52.45,1
Tarumirim,MG,Sudeste,2024,71.59,1
Divino das Laranjeiras,MG,Sudeste,2024,47.5,1
Vargem,SC,Sul,2024,80.0,0
Santa Cruz de Salinas,MG,Sudeste,2024,80.0,0
Lajes,RN,Nordeste,2024,36.25,0
Professor Jamil,GO,Centro-Oeste,2024,80.0,0
Galinhos,RN,Nordeste,2024,44.78,1
Lagoa Salgada,RN,Nordeste,2024,30.02,1
Campos Novos,SC,Sul,2024,66.86,0
Vila Bela da Santíssima Trindade,MT,Centro-Oeste,2024,52.17,0
Joinville,SC,Sul,2024,68.23,0
São Brás do Suaçuí,MG,Sudeste,2024,70.24,1
Iperó,SP,Sudeste,2024,47.07,0
Bom Retiro do Sul,RS,Sul,2024,78.46,0
Porteirinha,MG,Sudeste,2024,66.24,1
Marataízes,ES,Sudeste,2024,74.32,0
Monsenhor Paulo,MG,Sudeste,2024,65.54,1
Iraí de Minas,MG,Sudeste,2024,44.85,1
Crixás,GO,Centro-Oeste,2024,68.88,1
Toledo,PR,Sul,2024,79.64,1
Guarujá,SP,Sudeste,2024,53.43,1
Barbacena,MG,Sudeste,2024,62.71,1
Sobradinho,RS,Sul,2024,80.0,0
Sabinópolis,MG,Sudeste,2024,46.78,1
Serra Talhada,PE,Nordeste,2024,76.71,1
Montezuma,MG,Sudeste,2024,58.49,1
Condor,RS,Sul,2024,80.0,0
Itiquira,MT,Centro-Oeste,2024,48.53,1
Ipumirim,SC,Sul,2024,58.28,1
Schroeder,SC,Sul,2024,65.84,0
Iraceminha,SC,Sul,2024,63.74,1
Macapá,AP,Norte,2024,49.2,0
Belo Horizonte,MG,Sudeste,2024,61.33,1
Moema,MG,Sudeste,2024,80.0,1
Cristal,RS,Sul,2024,68.53,0
Bragança Paulista,SP,Sudeste,2024,56.64,0
São João do Sabugi,RN,Nordeste,2024,54.48,1
Pereiras,SP,Sudeste,2024,56.11,1
Olivença,AL,Nordeste,2024,54.93,1
Lidianópolis,PR,Sul,2024,80.0,1
Santos Dumont,MG,Sudeste,2024,59.95,1
Pranchita,PR,Sul,2024,80.0,0
São Felipe,BA,Nordeste,2024,51.43,0
Paranapuã,SP,Sudeste,2024,39.38,1
Santo Cristo,RS,Sul,2024,76.62,0
São Bento,PB,Nordeste,2024,48.44,0
Brejo do Cruz,PB,Nordeste,2024,57.95,0
Coronel Murta,MG,Sudeste,2024,68.05,0
Belo Oriente,MG,Sudeste,2024,60.9,1
Areia Branca,RN,Nordeste,2024,56.82,0
Traipu,AL,Nordeste,2024,38.63,1
Palmeira das Missões,RS,Sul,2024,53.85,0
Araguari,MG,Sudeste,2024,53.17,1
Belém,AL,Nordeste,2024,59.21,1
Teresina,PI,Nordeste,2024,53.41,1
Natuba,PB,Nordeste,2024,62.3,0
Espinosa,MG,Sudeste,2024,66.83,1
Indianópolis,PR,Sul,2024,80.0,0
Cabeceiras do Piauí,PI,Nordeste,2024,26.93,1
Ponto Belo,ES,Sudeste,2024,80.0,1
Conceição do Mato Dentro,MG,Sudeste,2024,62.26,1
Araxá,MG,Sudeste,2024,70.59,1
Rio Piracicaba,MG,Sudeste,2024,77.46,0
Lindoeste,PR,Sul,2024,80.0,0
Rolante,RS,Sul,2024,80.0,0
Catuípe,RS,Sul,2024,80.0,0
Pinhalzinho,SC,Sul,2024,78.51,0
Inimutaba,MG,Sudeste,2024,46.85,1
Brotas,SP,Sudeste,2024,64.89,0
Caraúbas do Piauí,PI,Nordeste,2024,44.94,1
Itanhandu,MG,Sudeste,2024,80.0,1
Bom Jesus dos Perdões,SP,Sudeste,2024,71.48,0
Campo Maior,PI,Nordeste,2024,56.83,0
Encanto,RN,Nordeste,2024,52.83,1
Xaxim,SC,Sul,2024,68.78,0
Itatiaiuçu,MG,Sudeste,2024,73.57,1
Oriente,SP,Sudeste,2024,62.91,0
Mário Campos,MG,Sudeste,2024,71.88,1
Nerópolis,GO,Centro-Oeste,2024,70.0,1
Mauá,SP,Sudeste,2024,51.29,0
Ourinhos,SP,Sudeste,2024,55.25,0
Mimoso do Sul,ES,Sudeste,2024,69.97,0
Igarapé Grande,MA,Nordeste,2024,80.0,1
Ibitinga,SP,Sudeste,2024,54.7,0
Tiros,MG,Sudeste,2024,62.7,1
Cunha Porã,SC,Sul,2024,80.0,0
Itapecerica da Serra,SP,Sudeste,2024,57.76,0
Porto Franco,MA,Nordeste,2024,61.72,1
Teutônia,RS,Sul,2024,80.0,0
Monte Azul Paulista,SP,Sudeste,2024,74.01,0
Garuva,SC,Sul,2024,58.9,1
Capinzal,SC,Sul,2024,73.49,0
Barroso,MG,Sudeste,2024,74.67,1
Mirassol d'Oeste,MT,Centro-Oeste,2024,56.36,1
Gurupi,TO,Norte,2024,50.17,1
Teresina,PI,Nordeste,2024,53.41,1
Barras,PI,Nordeste,2024,59.72,1
Xaxim,SC,Sul,2024,68.78,0
Paes Landim,PI,Nordeste,2024,56.42,0
Florânia,RN,Nordeste,2024,42.91,1
Novo Triunfo,BA,Nordeste,2024,28.92,1
Ibiúna,SP,Sudeste,2024,50.42,1
Dois Irmãos,RS,Sul,2024,78.68,0
São José do Hortêncio,RS,Sul,2024,78.94,0
Tocantins,MG,Sudeste,2024,61.96,1
Ouro Preto,MG,Sudeste,2024,59.55,1
Porto Real do Colégio,AL,Nordeste,2024,69.69,1
Congo,PB,Nordeste,2024,54.36,0
Nova Olímpia,MT,Centro-Oeste,2024,55.56,1
Harmonia,RS,Sul,2024,80.0,0
Siderópolis,SC,Sul,2024,64.7,0
Cosmópolis,SP,Sudeste,2024,57.43,1
Diamantino,MT,Centro-Oeste,2024,56.72,1
Nova Marilândia,MT,Centro-Oeste,2024,49.91,1
Dormentes,PE,Nordeste,2024,67.39,1
Santa Helena de Minas,MG,Sudeste,2024,62.75,1
Santa Filomena,PI,Nordeste,2024,34.92,1
Lagoa Seca,PB,Nordeste,2024,68.72,0
Ibiraiaras,RS,Sul,2024,78.69,0
Barão de Cotegipe,RS,Sul,2024,80.0,0
Piracanjuba,GO,Centro-Oeste,2024,69.9,1
Planaltina,GO,Centro-Oeste,2024,67.87,1
Salinas,MG,Sudeste,2024,74.1,1
Arara,PB,Nordeste,2024,42.08,1
Governador Valadares,MG,Sudeste,2024,56.68,1
Governador Newton Bello,MA,Nordeste,2024,70.87,1
Aparecida,SP,Sudeste,2024,49.33,1
Pedra Bonita,MG,Sudeste,2024,64.45,1
Timóteo,MG,Sudeste,2024,59.91,1
São Joaquim do Monte,PE,Nordeste,2024,70.35,1
Panamá,GO,Centro-Oeste,2024,76.04,1
Contagem,MG,Sudeste,2024,58.08,1
Ponte Nova,MG,Sudeste,2024,57.17,1
Pedro Afonso,TO,Norte,2024,57.52,0
Flores de Goiás,GO,Centro-Oeste,2024,68.9,0
Boa Esperança,PR,Sul,2024,80.0,1
Nova Guarita,MT,Centro-Oeste,2024,69.95,0
Pequizeiro,TO,Norte,2024,41.97,1
Ilha Comprida,SP,Sudeste,2024,56.64,1
Minas Novas,MG,Sudeste,2024,71.72,1
Ibitiúra de Minas,MG,Sudeste,2024,44.57,1
Não-Me-Toque,RS,Sul,2024,68.38,0
Luminárias,MG,Sudeste,2024,69.32,1
Baixo Guandu,ES,Sudeste,2024,70.62,1
Matozinhos,MG,Sudeste,2024,52.79,1
Colina,SP,Sudeste,2024,49.61,1
Alfenas,MG,Sudeste,2024,62.52,1
Alagoinha,PB,Nordeste,2024,61.06,0
Caraguatatuba,SP,Sudeste,2024,58.59,0
Anísio de Abreu,PI,Nordeste,2024,51.99,1
Pompéia,SP,Sudeste,2024,65.04,0
Jataí,GO,Centro-Oeste,2024,66.63,1
Pedro Leopoldo,MG,Sudeste,2024,62.5,1
Três Cachoeiras,RS,Sul,2024,80.0,0
Arujá,SP,Sudeste,2024,55.66,1
Pinhal Grande,RS,Sul,2024,66.33,0
Urupês,SP,Sudeste,2024,80.0,0
Sabáudia,PR,Sul,2024,80.0,0
São João del Rei,MG,Sudeste,2024,59.67,1
