municipio,uf,meta,resultado,diferenca,ano
Anamã,AM,40.16,77.78,37.620000000000005,2024
Lunardelli,PR,61.2,70.4,9.200000000000003,2024
Sertão,RS,63.15,47.2,-15.949999999999996,2024
Jequitibá,MG,57.0,65.96,8.959999999999994,2024
Humaitá,AM,55.15,57.23,2.0799999999999983,2024
Conceição do Lago-Açu,MA,49.69,54.26,4.57,2024
Santo Antônio do Aventureiro,MG,80.0,45.65,-34.35,2024
Alto Bela Vista,SC,80.0,85.18,5.180000000000007,2024
Santana do Ipanema,AL,41.57,44.16,2.5899999999999963,2024
Giruá,RS,76.85,61.1,-15.749999999999993,2024
Nova Bassano,RS,78.22,51.8,-26.42,2024
Serra dos Aimorés,MG,56.46,65.83,9.369999999999997,2024
Água Santa,RS,67.13,55.1,-12.029999999999994,2024
Laranjeiras do Sul,PR,73.37,68.0,-5.3700000000000045,2024
Candeias,BA,39.6,36.67,-2.9299999999999997,2024
Penedo,AL,47.02,42.23,-4.790000000000006,2024
Itaocara,RJ,67.71,70.09,2.3800000000000097,2024
Paulo Frontin,PR,80.0,84.51,4.510000000000005,2024
Tapes,RS,62.14,51.3,-10.840000000000003,2024
Iaras,SP,48.52,42.77,-5.75,2024
Constantina,RS,80.0,45.7,-34.3,2024
Palmeirante,TO,14.38,31.27,16.89,2024
Rio Acima,MG,46.93,72.91,25.979999999999997,2024
Ibirajuba,PE,45.68,62.42,16.740000000000002,2024
Araioses,MA,60.17,42.52,-17.65,2024
Barra do Ribeiro,RS,70.43,31.6,-38.830000000000005,2024
Lebon Régis,SC,47.04,56.41,9.369999999999997,2024
Barra da Estiva,BA,52.87,47.17,-5.699999999999996,2024
São Pedro da Serra,RS,80.0,58.8,-21.200000000000003,2024
Colombo,PR,67.38,60.67,-6.709999999999994,2024
Barcelos,AM,53.75,73.58,19.83,2024
União,PI,34.02,35.21,1.1899999999999977,2024
Valença,RJ,61.95,55.84,-6.109999999999999,2024
Cujubim,RO,77.84,67.6,-10.240000000000009,2024
Loanda,PR,73.6,73.8,0.20000000000000284,2024
Cacoal,RO,65.39,67.38,1.9899999999999949,2024
Joaquim Gomes,AL,40.35,26.12,-14.23,2024
Água Nova,RN,40.19,39.66,-0.5300000000000011,2024
Carneirinho,MG,56.8,64.51,7.710000000000008,2024
Eldorado,MS,76.1,56.45,-19.64999999999999,2024
Ibimirim,PE,55.58,63.13,7.550000000000004,2024
Caém,BA,42.1,36.71,-5.390000000000001,2024
Arroio dos Ratos,RS,46.7,43.2,-3.5,2024
Sarandi,PR,61.63,56.55,-5.080000000000005,2024
Itaú,RN,57.42,50.96,-6.460000000000001,2024
Bossoroca,RS,54.93,38.4,-16.53,2024
São José de Mipibu,RN,41.43,34.77,-6.659999999999997,2024
Parobé,RS,61.51,38.0,-23.509999999999998,2024
Areia Branca,SE,34.29,44.81,10.520000000000003,2024
Igrejinha,RS,80.0,47.7,-32.3,2024
Palmares do Sul,RS,57.88,50.3,-7.580000000000005,2024
Arapoti,PR,76.12,67.63,-8.490000000000009,2024
São Gabriel do Oeste,MS,56.9,62.23,5.329999999999998,2024
Xambrê,PR,74.79,55.19,-19.60000000000001,2024
Umuarama,PR,66.74,63.1,-3.6399999999999935,2024
Lages,SC,53.71,48.33,-5.380000000000003,2024
Arinos,MG,50.89,46.89,-4.0,2024
Tapauá,AM,54.31,51.81,-2.5,2024
Londrina,PR,74.82,65.33,-9.489999999999995,2024
Santa Luzia D'Oeste,RO,76.7,83.36,6.659999999999997,2024
Taipu,RN,43.17,37.29,-5.880000000000003,2024
Canarana,MT,39.4,42.06,2.6600000000000037,2024
Maragogi,AL,39.36,45.6,6.240000000000002,2024
Cândido Mendes,MA,64.65,49.53,-15.120000000000005,2024
Ouro Preto do Oeste,RO,73.58,66.4,-7.179999999999993,2024
Jaquirana,RS,70.35,25.6,-44.74999999999999,2024
Torre de Pedra,SP,40.22,30.77,-9.45,2024
Jaguaruna,SC,48.39,60.98,12.589999999999996,2024
Divinésia,MG,48.91,75.0,26.090000000000003,2024
Urucará,AM,60.83,80.77,19.939999999999998,2024
Novo Horizonte do Oeste,RO,73.7,70.67,-3.030000000000001,2024
Nhamundá,AM,67.18,63.46,-3.720000000000006,2024
Constantina,RS,80.0,48.5,-31.5,2024
Januária,MG,27.24,47.12,19.88,2024
Monte Santo de Minas,MG,48.17,61.59,13.420000000000002,2024
Nossa Senhora da Glória,SE,36.66,37.56,0.9000000000000057,2024
Telêmaco Borba,PR,65.96,61.71,-4.249999999999993,2024
Caputira,MG,62.8,83.3,20.5,2024
Apuí,AM,60.64,79.5,18.86,2024
Caiçara do Rio do Vento,RN,44.52,36.91,-7.6100000000000065,2024
Boa Nova,BA,49.97,46.51,-3.460000000000001,2024
Sombrio,SC,67.39,52.23,-15.160000000000004,2024
Santana do Araguaia,PA,58.75,58.51,-0.240000000000002,2024
Serrita,PE,58.07,59.7,1.6300000000000026,2024
Caraí,MG,48.07,71.52,23.449999999999996,2024
Vale do Sol,RS,80.0,51.6,-28.4,2024
Almas,TO,22.65,48.18,25.53,2024
Barão de Cocais,MG,62.28,62.71,0.4299999999999997,2024
Aceguá,RS,71.55,52.5,-19.049999999999997,2024
Itatuba,PB,30.53,36.64,6.109999999999999,2024
Tremedal,BA,54.5,42.86,-11.64,2024
Benedito Leite,MA,59.98,47.28,-12.699999999999996,2024
Porto Real,RJ,63.97,63.3,-0.6700000000000017,2024
Capão do Leão,RS,53.81,29.8,-24.01,2024
Bayeux,PB,40.74,38.08,-2.6600000000000037,2024
Laguna,SC,40.16,34.29,-5.869999999999997,2024
Pureza,RN,42.59,33.85,-8.740000000000002,2024
Natividade,TO,35.38,43.89,8.509999999999998,2024
Óbidos,PA,53.94,53.98,0.03999999999999915,2024
São José do Calçado,ES,75.36,62.35,-13.009999999999998,2024
Barracão,PR,73.73,73.99,0.2599999999999909,2024
Rio Verde de Mato Grosso,MS,52.63,49.11,-3.520000000000003,2024
Maracaju,MS,46.82,46.55,-0.2700000000000031,2024
Santa Cruz de Monte Castelo,PR,80.0,59.1,-20.9,2024
Canaã dos Carajás,PA,65.05,65.12,0.07000000000000739,2024
Dilermando de Aguiar,RS,69.35,53.6,-15.749999999999993,2024
Porto,PI,46.38,36.04,-10.340000000000003,2024
Calçoene,AP,41.81,40.24,-1.5700000000000003,2024
Boa Ventura,PB,35.73,47.71,11.980000000000004,2024
São Gabriel do Oeste,MS,56.9,62.1,5.200000000000003,2024
Eunápolis,BA,41.41,38.37,-3.039999999999999,2024
Matina,BA,47.77,42.52,-5.25,2024
São Borja,RS,67.78,48.2,-19.58,2024
Marechal Deodoro,AL,46.8,46.23,-0.5700000000000003,2024
São Miguel das Missões,RS,76.86,50.7,-26.159999999999997,2024
Itaipé,MG,61.22,60.31,-0.9099999999999966,2024
Itaperuna,RJ,70.46,65.26,-5.199999999999989,2024
Capela,AL,47.36,42.53,-4.829999999999998,2024
Armação dos Búzios,RJ,69.27,68.56,-0.7099999999999937,2024
Mambaí,GO,55.28,68.27,12.989999999999995,2024
Manoel Ribas,PR,69.69,71.98,2.2900000000000063,2024
Itumirim,MG,62.66,82.59,19.930000000000007,2024
José de Freitas,PI,54.78,42.98,-11.800000000000004,2024
Silvanópolis,TO,41.52,37.39,-4.130000000000003,2024
Sanharó,PE,47.86,65.85,17.989999999999995,2024
Pinheiral,RJ,56.08,63.28,7.200000000000003,2024
Tacaratu,PE,60.02,73.8,13.779999999999994,2024
Piranga,MG,63.43,75.27,11.839999999999996,2024
Ipanguaçu,RN,20.1,43.03,22.93,2024
Poção,PE,65.42,64.18,-1.2399999999999949,2024
Ortigueira,PR,65.49,57.28,-8.209999999999994,2024
Manicoré,AM,56.43,69.4,12.970000000000006,2024
Pintópolis,MG,53.21,64.82,11.609999999999992,2024
Colinas,RS,80.0,39.9,-40.1,2024
Costa Rica,MS,45.24,54.88,9.64,2024
Manaus,AM,56.8,56.52,-0.27999999999999403,2024
Macau,RN,34.46,32.43,-2.030000000000001,2024
Passagem,RN,52.73,50.69,-2.039999999999999,2024
Passagem Franca,MA,77.24,58.43,-18.809999999999995,2024
Tutóia,MA,44.16,57.61,13.450000000000003,2024
Nossa Senhora das Dores,SE,39.64,28.0,-11.64,2024
Nova Ramada,RS,80.0,28.0,-52.0,2024
Nazaré do Piauí,PI,52.31,39.0,-13.310000000000002,2024
Lagoa dos Três Cantos,RS,64.89,36.0,-28.89,2024
Wagner,BA,57.82,45.0,-12.82,2024
Lassance,MG,80.0,48.0,-32.0,2024
São Miguel dos Milagres,AL,41.31,50.67,9.36,2024
Poço das Antas,RS,80.0,66.3,-13.700000000000003,2024
Fartura do Piauí,PI,43.27,52.0,8.729999999999997,2024
Harmonia,RS,80.0,60.0,-20.0,2024
Arcoverde,PE,62.92,70.04,7.1200000000000045,2024
Clevelândia,PR,74.18,74.84,0.6599999999999966,2024
Novo Barreiro,RS,65.03,37.0,-28.03,2024
São José de Mipibu,RN,41.43,33.92,-7.509999999999998,2024
Tapes,RS,62.14,37.6,-24.54,2024
Belo Jardim,PE,54.67,43.93,-10.740000000000002,2024
Satuba,AL,48.85,55.11,6.259999999999998,2024
Iporã,PR,66.75,68.95,2.200000000000003,2024
São Luís Gonzaga do Maranhão,MA,75.6,70.44,-5.159999999999997,2024
Emilianópolis,SP,53.16,88.58,35.42,2024
São Gonçalo do Amarante,RN,56.91,32.48,-24.43,2024
Patu,RN,39.13,32.76,-6.3700000000000045,2024
Rio Pardo,RS,74.39,63.4,-10.990000000000002,2024
Curitibanos,SC,53.71,53.48,-0.23000000000000398,2024
Balneário Piçarras,SC,64.55,53.84,-10.709999999999994,2024
Carolina,MA,50.25,50.96,0.7100000000000009,2024
Canhotinho,PE,53.45,65.49,12.039999999999992,2024
Alta Floresta D'Oeste,RO,67.08,67.79,0.710000000000008,2024
Cachoeirinha,RS,61.68,40.6,-21.08,2024
Igrejinha,RS,80.0,49.6,-30.4,2024
Tasso Fragoso,MA,50.74,54.9,4.159999999999997,2024
Simonésia,MG,67.98,80.01,12.030000000000001,2024
Arês,RN,31.97,31.22,-0.75,2024
Santa Rosa,RS,73.6,43.2,-30.39999999999999,2024
Sant'Ana do Livramento,RS,54.72,49.2,-5.519999999999996,2024
Riacho de Santana,BA,48.17,52.53,4.359999999999999,2024
Coroatá,MA,47.59,55.72,8.129999999999995,2024
Paudalho,PE,65.79,66.03,0.23999999999999488,2024
Mandirituba,PR,79.47,64.48,-14.989999999999995,2024
Araruna,PR,76.65,77.54,0.8900000000000006,2024
Campanário,MG,64.52,47.62,-16.9,2024
Juiz de Fora,MG,49.46,49.55,0.0899999999999963,2024
Teixeiras,MG,76.18,75.97,-0.21000000000000796,2024
Barra Mansa,RJ,62.64,63.88,1.240000000000002,2024
Pitanga,PR,74.08,73.42,-0.6599999999999966,2024
Rio Sono,TO,35.01,26.8,-8.209999999999997,2024
Alto Piquiri,PR,75.54,64.66,-10.88000000000001,2024
Rondon do Pará,PA,63.45,68.8,5.349999999999994,2024
Ubatuba,SP,47.43,36.64,-10.79,2024
Parnaguá,PI,69.66,47.35,-22.309999999999995,2024
Jaíba,MG,48.75,59.64,10.89,2024
Paulista,PB,64.86,40.28,-24.58,2024
Simões Filho,BA,48.58,42.14,-6.439999999999998,2024
Antonina,PR,68.53,63.75,-4.780000000000001,2024
Padre Carvalho,MG,52.45,64.75,12.299999999999997,2024
Diamante D'Oeste,PR,69.28,74.32,5.039999999999992,2024
Cruzeiro do Sul,PR,72.78,71.42,-1.3599999999999994,2024
Novo Airão,AM,76.5,69.39,-7.109999999999999,2024
Aguiarnópolis,TO,32.42,40.89,8.469999999999999,2024
Chácara,MG,35.95,44.9,8.949999999999996,2024
Jardim,MS,42.02,53.84,11.82,2024
Conquista,MG,70.54,65.5,-5.040000000000006,2024
Salto do Jacuí,RS,80.0,58.1,-21.9,2024
Bom Jardim da Serra,SC,46.82,34.51,-12.310000000000002,2024
Santo Antônio do Descoberto,GO,48.66,53.64,4.980000000000004,2024
Santa Bárbara do Monte Verde,MG,56.62,67.82,11.199999999999996,2024
Chopinzinho,PR,80.0,70.85,-9.150000000000006,2024
Torres,RS,65.68,44.0,-21.680000000000007,2024
São Borja,RS,67.78,46.4,-21.380000000000003,2024
Paranapanema,SP,54.37,42.59,-11.779999999999994,2024
São José dos Basílios,MA,19.22,56.16,36.94,2024
Angra dos Reis,RJ,60.82,60.8,-0.020000000000003126,2024
Rio das Flores,RJ,63.05,67.73,4.680000000000007,2024
Mata Grande,AL,46.37,42.45,-3.9199999999999946,2024
São Pedro do Butiá,RS,80.0,64.0,-16.0,2024
Centenário do Sul,PR,58.53,74.15,15.620000000000005,2024
Campo Bonito,PR,73.98,78.31,4.329999999999998,2024
Nova Cruz,RN,37.61,27.74,-9.870000000000001,2024
Ipanguaçu,RN,20.1,40.91,20.809999999999995,2024
Uruguaiana,RS,64.39,45.7,-18.689999999999998,2024
Alto Paraná,PR,67.45,70.12,2.6700000000000017,2024
Canoas,RS,57.6,41.4,-16.200000000000003,2024
Palmares,PE,48.92,64.85,15.929999999999993,2024
Batalha,AL,40.06,45.96,5.899999999999999,2024
Rosário do Ivaí,PR,71.09,77.0,5.909999999999997,2024
Simão Dias,SE,40.09,57.12,17.029999999999994,2024
Trindade do Sul,RS,80.0,41.7,-38.3,2024
Tunas,RS,70.11,41.1,-29.009999999999998,2024
Nobres,MT,60.77,43.0,-17.770000000000003,2024
Macambira,SE,44.75,29.17,-15.579999999999998,2024
Maçambará,RS,69.08,49.9,-19.18,2024
Rochedo de Minas,MG,60.44,58.33,-2.1099999999999994,2024
São Valentim,RS,80.0,48.5,-31.5,2024
Flor do Sertão,SC,80.0,58.33,-21.67,2024
Jateí,MS,68.83,57.92,-10.909999999999997,2024
Ortigueira,PR,65.49,58.43,-7.059999999999995,2024
Nova Boa Vista,RS,80.0,66.7,-13.299999999999997,2024
Costa Marques,RO,80.0,59.63,-20.369999999999997,2024
São Miguel do Fidalgo,PI,59.81,64.42,4.609999999999999,2024
Guarani de Goiás,GO,39.09,64.58,25.489999999999995,2024
Cajazeiras do Piauí,PI,80.0,75.0,-5.0,2024
Bela Vista de Minas,MG,66.46,70.83,4.3700000000000045,2024
Senhora dos Remédios,MG,80.0,87.08,7.079999999999998,2024
Gravataí,RS,66.33,41.0,-25.33,2024
Caxias do Sul,RS,70.89,43.2,-27.689999999999998,2024
Tapauá,AM,54.31,50.55,-3.760000000000005,2024
Algodão de Jandaíra,PB,50.06,50.16,0.09999999999999432,2024
Teolândia,BA,52.65,44.76,-7.890000000000001,2024
Imperatriz,MA,50.82,54.73,3.9099999999999966,2024
Santana do Manhuaçu,MG,80.0,77.24,-2.760000000000005,2024
São Tomé,RN,27.18,37.72,10.54,2024
Terra Nova,BA,30.46,28.42,-2.039999999999999,2024
Porto Alegre do Tocantins,TO,12.49,37.89,25.4,2024
Jaborandi,BA,47.06,43.16,-3.9000000000000057,2024
Campo Alegre,SC,68.68,59.82,-8.860000000000007,2024
Guarujá do Sul,SC,80.0,59.9,-20.1,2024
Iguaba Grande,RJ,65.34,70.32,4.97999999999999,2024
Uruçuí,PI,34.96,31.55,-3.41,2024
Rafael Fernandes,RN,59.65,41.81,-17.839999999999996,2024
Livramento de Nossa Senhora,BA,44.87,38.06,-6.809999999999995,2024
Canoas,RS,57.6,42.9,-14.700000000000003,2024
Santo Antônio,RN,68.69,48.64,-20.049999999999997,2024
Itaporã,MS,70.79,54.29,-16.500000000000007,2024
Ipupiara,BA,68.9,59.15,-9.750000000000007,2024
São José dos Pinhais,PR,69.26,64.3,-4.960000000000008,2024
Matozinhos,MG,52.79,62.97,10.18,2024
Sabinópolis,MG,46.78,60.64,13.86,2024
Igarassu,PE,65.47,66.97,1.5,2024
Macau,RN,34.46,32.32,-2.1400000000000006,2024
Pinhais,PR,65.58,57.37,-8.21,2024
Volta Redonda,RJ,63.41,63.25,-0.1599999999999966,2024
Pedro Velho,RN,23.8,24.55,0.75,2024
Nova Fátima,BA,52.21,31.91,-20.3,2024
Barra do Quaraí,RS,64.15,25.5,-38.650000000000006,2024
Gravataí,RS,66.33,40.5,-25.83,2024
Bagé,RS,64.98,43.3,-21.680000000000007,2024
Paramirim,BA,52.28,48.94,-3.3400000000000034,2024
Novo Progresso,PA,64.5,56.8,-7.700000000000003,2024
Pouso Redondo,SC,68.69,60.13,-8.559999999999995,2024
Naque,MG,79.61,64.96,-14.650000000000006,2024
Itaipava do Grajaú,MA,80.0,72.99,-7.010000000000005,2024
Vale do Anari,RO,43.54,55.65,12.11,2024
Vassouras,RJ,67.8,60.33,-7.469999999999999,2024
Anastácio,MS,34.56,41.7,7.140000000000001,2024
Giruá,RS,76.85,52.3,-24.549999999999997,2024
Itaquiraí,MS,74.38,79.41,5.030000000000001,2024
São Gonçalo do Amarante,RN,56.91,33.42,-23.489999999999995,2024
Santo Expedito do Sul,RS,80.0,78.1,-1.9000000000000057,2024
Timbiras,MA,47.97,44.63,-3.3399999999999963,2024
Paverama,RS,66.28,40.7,-25.58,2024
Careaçu,MG,80.0,74.18,-5.819999999999993,2024
Osório,RS,69.76,44.5,-25.260000000000005,2024
Ibiracatu,MG,66.87,56.19,-10.680000000000007,2024
Três Ranchos,GO,79.54,84.05,4.509999999999991,2024
Campo do Tenente,PR,80.0,80.98,0.980000000000004,2024
Santana da Boa Vista,RS,53.93,33.9,-20.03,2024
Cafezal do Sul,PR,59.73,64.76,5.030000000000008,2024
Araguaçu,TO,50.21,40.54,-9.670000000000002,2024
São Francisco do Brejão,MA,65.51,42.73,-22.78000000000001,2024
Conceição de Ipanema,MG,80.0,74.88,-5.1200000000000045,2024
Alvorada de Minas,MG,47.88,57.56,9.68,2024
Vitorino Freire,MA,55.82,73.1,17.279999999999994,2024
Roncador,PR,80.0,76.32,-3.680000000000007,2024
Porto Mauá,RS,47.22,95.2,47.980000000000004,2024
Morro Agudo,SP,59.31,45.3,-14.010000000000005,2024
Presidente Lucena,RS,80.0,56.3,-23.700000000000003,2024
Floresta do Araguaia,PA,53.03,67.37,14.340000000000003,2024
Lamarão,BA,29.42,19.57,-9.850000000000001,2024
Água Fria,BA,28.14,30.43,2.289999999999999,2024
Regeneração,PI,47.06,31.32,-15.740000000000002,2024
São Vicente,RN,65.76,47.83,-17.930000000000007,2024
Portão,RS,60.02,39.7,-20.32,2024
Santa Vitória do Palmar,RS,59.99,46.0,-13.990000000000002,2024
Lafaiete Coutinho,BA,69.64,56.52,-13.119999999999997,2024
Jaíba,MG,48.75,57.52,8.770000000000003,2024
Miranda do Norte,MA,59.27,50.55,-8.720000000000006,2024
Grossos,RN,46.65,73.91,27.259999999999998,2024
Constantina,RS,80.0,60.9,-19.1,2024
Corumbá de Goiás,GO,73.34,80.7,7.359999999999999,2024
Água Limpa,GO,71.23,78.26,7.030000000000001,2024
Dom Feliciano,RS,63.01,78.3,15.29,2024
Santa Filomena,PE,62.41,53.14,-9.269999999999996,2024
Passo do Sobrado,RS,80.0,50.2,-29.799999999999997,2024
Teresópolis,RJ,63.09,64.17,1.0799999999999983,2024
Chapadão do Lageado,SC,57.0,65.91,8.909999999999997,2024
Santa Rita,PB,47.0,35.79,-11.21,2024
São João do Paraíso,MA,40.36,43.97,3.6099999999999994,2024
Porto Esperidião,MT,49.74,49.8,0.05999999999999517,2024
Itaipé,MG,61.22,68.78,7.560000000000002,2024
Restinga Seca,RS,51.07,58.8,7.729999999999997,2024
Chuvisca,RS,72.46,69.0,-3.4599999999999937,2024
Agrestina,PE,73.01,64.09,-8.920000000000002,2024
Santa Rosa do Tocantins,TO,27.99,36.92,8.930000000000003,2024
Nonoai,RS,48.14,44.6,-3.539999999999999,2024
Resplendor,MG,72.87,61.12,-11.750000000000007,2024
Santo Cristo,RS,76.62,59.8,-16.820000000000007,2024
Cachoeira do Sul,RS,61.21,40.2,-21.009999999999998,2024
Macaúbas,BA,49.35,31.5,-17.85,2024
Sapiranga,RS,73.9,41.1,-32.800000000000004,2024
Rochedo,MS,45.12,48.97,3.8500000000000014,2024
Laje do Muriaé,RJ,50.82,48.41,-2.4100000000000037,2024
Olinda,PE,62.95,62.29,-0.6600000000000037,2024
Santa Cruz do Capibaribe,PE,57.31,55.94,-1.3700000000000045,2024
Ulianópolis,PA,64.77,61.52,-3.249999999999993,2024
Cuité de Mamanguape,PB,16.05,22.16,6.109999999999999,2024
Araruna,PB,41.93,40.53,-1.3999999999999986,2024
São José da Tapera,AL,54.11,50.43,-3.6799999999999997,2024
Paraguaçu,MG,65.34,69.21,3.8699999999999903,2024
Porto União,SC,72.02,59.53,-12.489999999999995,2024
Sapé,PB,40.74,39.0,-1.740000000000002,2024
Butiá,RS,55.99,45.8,-10.190000000000005,2024
Santo Augusto,RS,78.05,59.1,-18.949999999999996,2024
Carutapera,MA,59.63,61.21,1.5799999999999983,2024
Buritirana,MA,64.45,54.91,-9.540000000000006,2024
Rio das Ostras,RJ,68.13,68.67,0.5400000000000063,2024
Itatiaia,RJ,67.45,67.6,0.14999999999999147,2024
Balneário Rincão,SC,55.22,39.68,-15.54,2024
Santo Amaro das Brotas,SE,41.37,51.11,9.740000000000002,2024
Sapucaia do Sul,RS,62.6,47.3,-15.300000000000004,2024
Tavares,RS,68.03,28.9,-39.13,2024
Viçosa,AL,46.3,49.91,3.6099999999999994,2024
São José da Boa Vista,PR,80.0,76.15,-3.8499999999999943,2024
Itapiratins,TO,41.84,53.53,11.689999999999998,2024
Piratini,RS,63.34,54.5,-8.840000000000003,2024
Aguiar,PB,70.54,61.96,-8.580000000000005,2024
Luislândia,MG,54.93,76.02,21.089999999999996,2024
Bossoroca,RS,54.93,46.9,-8.030000000000001,2024
Cícero Dantas,BA,37.98,36.31,-1.6699999999999946,2024
Passo Fundo,RS,62.1,38.5,-23.6,2024
Dário Meira,BA,44.31,41.07,-3.240000000000002,2024
Surubim,PE,59.49,58.71,-0.7800000000000011,2024
Coronel Sapucaia,MS,79.13,60.75,-18.379999999999995,2024
Teixeiras,MG,76.18,71.12,-5.060000000000002,2024
Bela Vista do Maranhão,MA,56.48,77.73,21.250000000000007,2024
Pojuca,BA,63.76,51.55,-12.21,2024
Santa Maria Madalena,RJ,67.06,65.02,-2.0400000000000063,2024
Santa Inês,MA,52.49,50.83,-1.6600000000000037,2024
Ibiassucê,BA,67.46,61.19,-6.269999999999996,2024
Esteio,RS,66.11,46.6,-19.509999999999998,2024
Ponte Serrada,SC,57.53,43.83,-13.700000000000003,2024
Palmeiras,BA,49.55,40.45,-9.099999999999994,2024
Geminiano,PI,26.56,53.59,27.030000000000005,2024
Calmon,SC,65.76,57.9,-7.8600000000000065,2024
Campo Grande,MS,47.69,51.76,4.07,2024
Maracajá,SC,62.07,61.81,-0.259999999999998,2024
Campo Grande,MS,47.69,51.59,3.9000000000000057,2024
Manga,MG,31.24,41.04,9.8,2024
Montalvânia,MG,53.65,60.75,7.100000000000001,2024
Guimarães,MA,80.0,86.95,6.950000000000003,2024
Anastácio,MS,34.56,40.97,6.409999999999997,2024
Conceição das Alagoas,MG,59.46,58.64,-0.8200000000000003,2024
Cacimbinhas,AL,37.62,54.19,16.57,2024
Vicência,PE,61.19,68.15,6.960000000000008,2024
Portão,RS,60.02,39.8,-20.220000000000006,2024
Martins,RN,47.7,54.91,7.209999999999994,2024
Nanuque,MG,56.6,60.09,3.490000000000002,2024
Bom Sucesso,PR,57.91,72.9,14.990000000000009,2024
Monte do Carmo,TO,71.56,19.71,-51.85,2024
Passo Fundo,RS,62.1,36.5,-25.6,2024
Mirante da Serra,RO,62.66,73.82,11.159999999999997,2024
Floresta do Piauí,PI,80.0,54.55,-25.450000000000003,2024
Pugmil,TO,27.85,40.91,13.059999999999995,2024
Bozano,RS,80.0,27.3,-52.7,2024
Quixabá,PB,70.95,45.45,-25.5,2024
Pedro Laurentino,PI,44.28,47.35,3.0700000000000003,2024
Tapiramutá,BA,39.97,41.82,1.8500000000000014,2024
Canoas,RS,57.6,49.0,-8.600000000000001,2024
Feira da Mata,BA,59.76,45.45,-14.309999999999995,2024
Campo Bom,RS,77.73,59.1,-18.630000000000003,2024
Mata,RS,67.91,50.0,-17.909999999999997,2024
Amaral Ferrador,RS,72.06,57.2,-14.86,2024
Vila Flores,RS,80.0,68.8,-11.200000000000003,2024
Presidente Juscelino,MG,80.0,54.55,-25.450000000000003,2024
Maximiliano de Almeida,RS,80.0,50.0,-30.0,2024
Progresso,RS,78.65,64.8,-13.850000000000009,2024
Diorama,GO,80.0,77.27,-2.730000000000004,2024
Itumirim,MG,62.66,95.45,32.790000000000006,2024
São Pedro de Alcântara,SC,74.91,63.64,-11.269999999999996,2024
Remanso,BA,32.32,35.26,2.9399999999999977,2024
Mojuí dos Campos,PA,59.31,43.72,-15.590000000000003,2024
Boca do Acre,AM,62.56,56.69,-5.8700000000000045,2024
Itambacuri,MG,56.29,56.95,0.6600000000000037,2024
Tijucas do Sul,PR,78.94,68.4,-10.539999999999992,2024
Rolim de Moura,RO,70.6,75.19,4.590000000000003,2024
Morro do Chapéu,BA,42.87,28.31,-14.559999999999999,2024
Itabaiana,SE,33.84,35.59,1.75,2024
Felipe Guerra,RN,58.61,51.71,-6.899999999999999,2024
Caxias do Sul,RS,70.89,43.6,-27.29,2024
Braço do Norte,SC,63.84,55.81,-8.030000000000001,2024
Paracambi,RJ,66.88,69.98,3.1000000000000085,2024
São Francisco do Glória,MG,62.82,78.59,15.770000000000003,2024
Quatis,RJ,54.03,60.05,6.019999999999996,2024
Fazenda Rio Grande,PR,70.65,64.69,-5.960000000000008,2024
Carlópolis,PR,74.67,66.18,-8.489999999999995,2024
Balneário Rincão,SC,55.22,51.64,-3.5799999999999983,2024
Formigueiro,RS,80.0,56.9,-23.1,2024
Senador La Rocque,MA,39.21,64.13,24.919999999999995,2024
Cajapió,MA,68.3,64.0,-4.299999999999997,2024
Bandeirante,SC,71.69,56.89,-14.799999999999997,2024
Goiana,PE,57.59,45.89,-11.700000000000003,2024
Aquidauana,MS,71.59,58.42,-13.170000000000002,2024
Afrânio,PE,58.8,59.87,1.0700000000000003,2024
São João do Manhuaçu,MG,77.22,71.72,-5.5,2024
Pinhalão,PR,74.89,76.88,1.9899999999999949,2024
Desterro,PB,59.88,45.8,-14.080000000000005,2024
Calçoene,AP,41.81,39.25,-2.5600000000000023,2024
Santo Antônio da Platina,PR,63.64,55.04,-8.600000000000001,2024
Sete Lagoas,MG,57.97,60.35,2.3800000000000026,2024
Espigão D'Oeste,RO,80.0,69.79,-10.209999999999994,2024
Claro dos Poções,MG,71.63,68.63,-3.0,2024
